emp_no,first_name,last_name,from_date,to_date,birth_date
30705,Satoru,Teitelbaum,1997-01-02,9999-01-01,1955-11-14
30727,Toshimitsu,Sury,1986-08-25,1994-08-25,1952-05-29
30727,Toshimitsu,Sury,1994-08-25,9999-01-01,1952-05-29
30730,Willard,Pelc,1986-02-12,9999-01-01,1953-07-05
30744,Khatoun,Fadgyas,1988-04-15,1997-04-15,1952-02-07
30744,Khatoun,Fadgyas,1997-04-15,9999-01-01,1952-02-07
30761,Hisao,Iisaka,1990-03-31,9999-01-01,1954-04-05
30761,Hisao,Iisaka,1985-03-31,1990-03-31,1954-04-05
30769,Berry,Frolund,1988-01-12,1994-01-11,1952-03-14
30769,Berry,Frolund,1994-01-11,9999-01-01,1952-03-14
30791,Xiong,Ariola,1986-09-13,9999-01-01,1952-08-10
30802,Keung,Bernini,1996-07-27,9999-01-01,1953-10-29
30802,Keung,Bernini,1988-07-27,1996-07-27,1953-10-29
30819,Sachio,Asrin,1997-11-23,9999-01-01,1953-01-16
30819,Sachio,Asrin,1988-11-23,1997-11-23,1953-01-16
30824,Subbu,Bellone,1993-06-21,9999-01-01,1953-09-19
30824,Subbu,Bellone,1986-06-21,1993-06-21,1953-09-19
30828,Duke,Baumann,1985-12-06,1994-12-06,1955-08-25
30828,Duke,Baumann,1994-12-06,9999-01-01,1955-08-25
30831,Arno,Kermarrec,1995-11-17,9999-01-01,1953-07-24
30831,Arno,Kermarrec,1986-11-17,1995-11-17,1953-07-24
30833,Chaoyi,Cichocki,1986-04-14,1993-04-14,1955-03-03
30833,Chaoyi,Cichocki,1993-04-14,9999-01-01,1955-03-03
30834,Van,Erdi,1994-10-08,9999-01-01,1952-09-08
30846,Nidapan,Montresor,1994-10-22,9999-01-01,1952-12-29
30846,Nidapan,Montresor,1987-10-22,1994-10-22,1952-12-29
30851,Ortrun,Castellani,1993-05-11,9999-01-01,1954-12-13
30851,Ortrun,Castellani,1987-05-12,1993-05-11,1954-12-13
30856,Chaosheng,Lampe,1985-05-17,1992-05-17,1953-03-02
30856,Chaosheng,Lampe,1999-05-18,9999-01-01,1953-03-02
30856,Chaosheng,Lampe,1992-05-17,1999-05-18,1953-03-02
30899,Dannz,Keirsey,1997-08-23,9999-01-01,1955-04-19
30899,Dannz,Keirsey,1989-08-23,1997-08-23,1955-04-19
30923,Chandrasekaran,Ellozy,1995-07-16,9999-01-01,1953-02-02
30936,Rosalyn,Attimonelli,1988-07-24,9999-01-01,1955-09-01
30948,Xinan,Lunt,2002-05-27,9999-01-01,1954-11-17
30948,Xinan,Lunt,1995-05-27,2002-05-27,1954-11-17
30951,Alagu,Matzen,1987-08-26,1993-08-25,1953-03-21
30951,Alagu,Matzen,1993-08-25,9999-01-01,1953-03-21
30968,Ingemar,Karlin,1993-09-03,9999-01-01,1954-08-19
30968,Ingemar,Karlin,1985-09-03,1993-09-03,1954-08-19
30998,Zhongwei,Ebeling,1997-05-14,9999-01-01,1952-09-03
30998,Zhongwei,Ebeling,1988-05-14,1997-05-14,1952-09-03
30999,Yuuichi,Lorys,1985-08-10,9999-01-01,1954-01-13
31005,Ulises,Gustavson,1997-08-12,9999-01-01,1952-09-10
31019,Arve,Junot,1998-12-16,9999-01-01,1952-07-23
31019,Arve,Junot,1989-12-16,1998-12-16,1952-07-23
31024,Xiadong,Ciolek,1996-04-12,9999-01-01,1953-08-27
31024,Xiadong,Ciolek,1987-04-13,1996-04-12,1953-08-27
31036,Vivian,Orlowski,1996-03-19,9999-01-01,1955-10-19
31036,Vivian,Orlowski,1991-03-20,1996-03-19,1955-10-19
31058,Abdulah,Frezza,1988-02-15,9999-01-01,1953-09-22
31066,Sadun,Papsdorf,1998-01-01,9999-01-01,1955-02-18
31066,Sadun,Papsdorf,1992-01-02,1998-01-01,1955-02-18
31070,Tru,Solares,1985-07-01,1991-07-01,1953-02-18
31070,Tru,Solares,1991-07-01,9999-01-01,1953-02-18
31085,Venkatesan,Merks,1995-12-28,9999-01-01,1953-10-08
31089,Kshitij,Cannane,1985-06-13,9999-01-01,1952-11-28
31104,King,Gihr,1999-07-08,9999-01-01,1955-03-20
31106,Oscal,Kulisch,1991-03-25,9999-01-01,1952-11-15
31106,Oscal,Kulisch,1985-03-25,1991-03-25,1952-11-15
31119,Yishay,Menhardt,1992-08-24,9999-01-01,1955-08-28
31119,Yishay,Menhardt,1985-08-24,1992-08-24,1955-08-28
31122,Remko,Ghemri,1998-11-21,9999-01-01,1952-05-30
31122,Remko,Ghemri,1991-11-21,1998-11-21,1952-05-30
31127,Mizuhito,Puppo,1987-12-20,9999-01-01,1955-08-08
31128,Serif,Frolund,1996-02-21,9999-01-01,1952-04-30
31131,Conal,Zolotykh,1996-05-26,9999-01-01,1953-10-13
31131,Conal,Zolotykh,1987-05-27,1996-05-26,1953-10-13
31132,Barna,Ghalwash,1991-05-18,1999-05-18,1954-01-16
31132,Barna,Ghalwash,1999-05-18,9999-01-01,1954-01-16
31146,Shaibal,Asmuth,1991-10-09,1996-10-08,1955-11-13
31146,Shaibal,Asmuth,1996-10-08,9999-01-01,1955-11-13
31167,Constantijn,Reinhard,1986-11-01,1995-11-01,1955-06-09
31167,Constantijn,Reinhard,1995-11-01,9999-01-01,1955-06-09
31171,Sashi,Przulj,1985-12-05,1994-12-05,1954-03-22
31171,Sashi,Przulj,1994-12-05,9999-01-01,1954-03-22
31189,Shounak,Erdmenger,1989-01-31,1994-01-31,1952-04-29
31189,Shounak,Erdmenger,1994-01-31,9999-01-01,1952-04-29
31193,Ranan,Stranks,1999-12-07,9999-01-01,1955-11-26
31196,Barry,Emmart,1988-10-03,9999-01-01,1952-05-10
31213,Koldo,Lamparter,1986-03-14,1993-03-14,1954-01-19
31213,Koldo,Lamparter,1993-03-14,9999-01-01,1954-01-19
31220,Radoslaw,Lund,1987-07-02,1993-07-01,1954-10-31
31220,Radoslaw,Lund,1993-07-01,9999-01-01,1954-10-31
31224,Uta,Apsitis,1986-07-27,9999-01-01,1953-06-18
31227,Aluzio,McConalogue,1992-01-26,9999-01-01,1952-11-09
31227,Aluzio,McConalogue,1987-01-26,1992-01-26,1952-11-09
31244,Masasuke,Rohrbach,1998-09-04,9999-01-01,1955-01-22
31244,Masasuke,Rohrbach,1991-09-04,1998-09-04,1955-01-22
31253,Troy,Pepe,1985-08-19,1992-08-19,1953-02-09
31253,Troy,Pepe,1992-08-19,9999-01-01,1953-02-09
31257,Nectarios,Cherinka,1991-03-20,9999-01-01,1953-11-11
31263,Yurij,Pena,1998-09-03,9999-01-01,1953-10-07
31286,Marsha,Magliocco,1991-06-03,9999-01-01,1952-07-23
31286,Marsha,Magliocco,1986-06-03,1991-06-03,1952-07-23
31290,Masoud,Coullard,1997-07-27,9999-01-01,1954-08-31
31292,Elgin,Terlouw,1991-07-18,9999-01-01,1952-11-29
31292,Elgin,Terlouw,1986-07-18,1991-07-18,1952-11-29
31305,Nadjib,Luiz,1999-01-22,9999-01-01,1955-11-27
31318,Lorien,Bednarek,1986-11-27,1994-11-27,1955-03-12
31318,Lorien,Bednarek,1994-11-27,9999-01-01,1955-03-12
31326,Tesuya,Conta,1992-03-21,9999-01-01,1954-11-25
31326,Tesuya,Conta,1986-03-22,1992-03-21,1954-11-25
31333,Kerhong,Jenevein,1989-12-09,9999-01-01,1955-06-09
31340,Gennady,Marrakchi,1986-05-06,9999-01-01,1953-06-01
31343,Heon,Denos,1988-09-22,9999-01-01,1955-09-17
31344,Saddek,Gerteisen,1993-04-29,9999-01-01,1952-07-14
31348,Ravishankar,Randi,1994-12-20,9999-01-01,1953-02-14
31362,Bikash,Straney,1987-04-15,1994-04-15,1954-12-29
31362,Bikash,Straney,1994-04-15,9999-01-01,1954-12-29
31363,Hidde,Merli,1987-01-22,9999-01-01,1955-04-22
31367,Paloma,Antonakopoulos,1987-02-18,1995-02-18,1953-10-04
31367,Paloma,Antonakopoulos,1995-02-18,9999-01-01,1953-10-04
31371,Feixiong,Hartvigsen,1986-05-20,9999-01-01,1952-11-24
31373,Nevin,Wuwongse,1997-05-19,9999-01-01,1952-08-28
31380,Sastry,Coullard,1993-12-26,9999-01-01,1955-03-15
31380,Sastry,Coullard,1986-12-26,1993-12-26,1955-03-15
31385,Barry,Daescu,1987-02-19,9999-01-01,1954-04-01
31390,Fei,Liedekerke,1998-04-03,9999-01-01,1952-04-28
31394,Martial,Lieberherr,1996-06-25,9999-01-01,1952-12-22
31395,Jayesh,Wursthorn,1998-11-13,9999-01-01,1954-03-21
31401,Hein,Sigstam,2000-03-31,9999-01-01,1954-02-17
31401,Hein,Sigstam,1993-03-31,2000-03-31,1954-02-17
31402,Stabislas,Cools,1986-12-19,1993-12-19,1952-06-15
31402,Stabislas,Cools,1993-12-19,9999-01-01,1952-06-15
31404,Gererd,Narlikar,1997-05-25,9999-01-01,1953-10-10
31404,Gererd,Narlikar,1985-05-26,1991-05-26,1953-10-10
31404,Gererd,Narlikar,1991-05-26,1997-05-25,1953-10-10
31410,Mountaz,Iwayama,1988-09-25,1996-09-25,1952-11-23
31410,Mountaz,Iwayama,1996-09-25,9999-01-01,1952-11-23
31423,Otilia,Ranta,1986-04-22,1994-04-22,1954-12-04
31423,Otilia,Ranta,1994-04-22,9999-01-01,1954-12-04
31426,Guozhong,Polajnar,1987-03-30,1996-03-29,1955-04-13
31426,Guozhong,Polajnar,1996-03-29,9999-01-01,1955-04-13
31429,Matk,Bernini,1992-02-23,9999-01-01,1953-09-03
31429,Matk,Bernini,1985-02-22,1992-02-23,1953-09-03
31435,Sedat,Conia,1986-08-24,1992-08-23,1955-12-21
31435,Sedat,Conia,1992-08-23,9999-01-01,1955-12-21
31456,Tamiya,Rajcani,1997-01-06,9999-01-01,1955-01-12
31493,Zhiwei,Gargeya,1999-09-22,9999-01-01,1954-01-14
31495,Akhilish,Coombs,1986-11-30,9999-01-01,1953-12-01
31501,Martial,Penn,1985-04-20,9999-01-01,1953-02-02
31533,Trygve,Albarhamtoshy,1995-12-22,9999-01-01,1954-06-11
31533,Trygve,Albarhamtoshy,1988-12-21,1995-12-22,1954-06-11
31537,Mohd,Schahn,1989-07-10,9999-01-01,1952-08-24
31543,Srinidhi,Siksek,1998-05-18,9999-01-01,1955-01-26
31546,Isamu,Silva,1987-01-19,1992-01-19,1952-04-04
31546,Isamu,Silva,1992-01-19,9999-01-01,1952-04-04
31557,Denny,Kalafatis,1986-01-20,1991-01-20,1955-08-11
31557,Denny,Kalafatis,1991-01-20,9999-01-01,1955-08-11
31558,Shuzo,Hmelo,1995-05-17,9999-01-01,1954-02-14
31558,Shuzo,Hmelo,1988-05-16,1995-05-17,1954-02-14
31563,Pradeep,Kushner,1987-04-16,9999-01-01,1954-07-29
31571,Jagoda,Reutenauer,1985-07-25,9999-01-01,1954-07-22
31587,Heather,Henseler,1986-12-24,1992-12-23,1953-07-26
31587,Heather,Henseler,1992-12-23,9999-01-01,1953-07-26
31593,Kamakshi,Merey,1995-04-07,2001-04-06,1952-03-02
31593,Kamakshi,Merey,2001-04-06,9999-01-01,1952-03-02
31594,Abdelkader,Birta,1998-09-05,9999-01-01,1955-07-07
31594,Abdelkader,Birta,1991-09-05,1998-09-05,1955-07-07
31630,Fabrizio,Businaro,1985-07-27,1991-07-27,1955-12-25
31630,Fabrizio,Businaro,1991-07-27,9999-01-01,1955-12-25
31631,Tuval,Kavvadias,1987-06-06,9999-01-01,1952-09-27
31634,Mohua,Rubsam,1995-04-05,9999-01-01,1954-06-07
31634,Mohua,Rubsam,1988-04-04,1995-04-05,1954-06-07
31641,Aram,Syrzycki,1987-03-01,1992-02-29,1955-12-11
31641,Aram,Syrzycki,1992-02-29,9999-01-01,1955-12-11
31650,Neven,Savasere,1994-06-05,9999-01-01,1952-06-16
31650,Neven,Savasere,1986-06-05,1994-06-05,1952-06-16
31658,Byong,Aloia,1988-05-01,9999-01-01,1955-08-10
31667,Hairong,Spataro,1989-08-28,1994-08-28,1953-08-13
31667,Hairong,Spataro,1994-08-28,9999-01-01,1953-08-13
31671,Mingdong,Trystram,1997-04-07,9999-01-01,1952-12-12
31671,Mingdong,Trystram,1988-04-07,1997-04-07,1952-12-12
31674,Jixiang,Bernini,1996-02-07,9999-01-01,1955-05-25
31674,Jixiang,Bernini,1991-02-07,1996-02-07,1955-05-25
31697,Malu,Msuda,1994-04-08,9999-01-01,1954-03-26
31697,Malu,Msuda,1986-04-08,1994-04-08,1954-03-26
31700,Weiyi,Ranft,1986-12-12,1992-12-11,1954-08-12
31700,Weiyi,Ranft,1992-12-11,9999-01-01,1954-08-12
31702,Florian,Isard,1987-04-24,1994-04-24,1955-05-25
31702,Florian,Isard,1994-04-24,9999-01-01,1955-05-25
31704,Alagu,Randt,1997-08-18,9999-01-01,1955-07-16
31709,Jinpo,Boissier,1998-10-25,9999-01-01,1952-07-02
31719,JoAnne,Caine,1997-10-03,9999-01-01,1952-10-04
31719,JoAnne,Caine,1992-10-03,1997-10-03,1952-10-04
31738,Edwin,Unno,1994-10-12,9999-01-01,1952-05-04
31740,Goo,Domenig,1995-02-12,9999-01-01,1955-03-18
31741,Valeri,Kenevan,1987-03-24,1994-03-24,1952-04-28
31741,Valeri,Kenevan,1994-03-24,9999-01-01,1952-04-28
31745,Sergi,Rodham,1998-05-01,9999-01-01,1954-04-21
31745,Sergi,Rodham,1989-05-01,1998-05-01,1954-04-21
31750,Fabrizio,DuBourdieux,1996-03-12,9999-01-01,1954-11-16
31763,Tetsurou,Fadgyas,1987-05-31,9999-01-01,1955-11-22
31765,Ipke,Tasistro,1994-06-01,2001-06-01,1955-02-24
31765,Ipke,Tasistro,2001-06-01,9999-01-01,1955-02-24
31770,Weiyi,Couchot,1994-02-16,9999-01-01,1953-07-13
31770,Weiyi,Couchot,1986-02-16,1994-02-16,1953-07-13
31777,Pragnesh,Kumaresan,1995-12-14,9999-01-01,1954-04-01
31777,Pragnesh,Kumaresan,1988-12-13,1995-12-14,1954-04-01
31783,Ugo,Thambidurai,1998-05-08,9999-01-01,1955-04-05
31783,Ugo,Thambidurai,1989-05-08,1998-05-08,1955-04-05
31791,Saddek,Debuse,1998-05-23,9999-01-01,1955-01-01
31796,Leen,Vakili,1993-10-09,9999-01-01,1953-11-18
31796,Leen,Vakili,1985-10-09,1993-10-09,1953-11-18
31802,Murthy,Huhdanpaa,1992-12-06,1998-12-06,1952-12-27
31802,Murthy,Huhdanpaa,1998-12-06,9999-01-01,1952-12-27
31802,Murthy,Huhdanpaa,1986-12-07,1992-12-06,1952-12-27
31810,Jasminko,Gill,1994-02-06,9999-01-01,1952-11-21
31810,Jasminko,Gill,1988-02-07,1994-02-06,1952-11-21
31811,Zine,Raney,1999-10-19,9999-01-01,1953-11-16
31824,Remko,Pezzoli,1997-06-26,9999-01-01,1953-06-25
31849,Chaitali,Sabnani,1998-12-15,9999-01-01,1952-04-14
31858,Geoffrey,Benantar,2000-02-08,9999-01-01,1953-12-25
31858,Geoffrey,Benantar,1992-02-08,2000-02-08,1953-12-25
31864,Zhenbing,Bahl,1993-02-08,2000-02-09,1955-11-05
31864,Zhenbing,Bahl,2000-02-09,9999-01-01,1955-11-05
31865,Ramzi,Schade,1999-03-23,9999-01-01,1954-05-25
31868,Dhritiman,Jervis,1987-08-07,1994-08-07,1953-09-12
31868,Dhritiman,Jervis,1994-08-07,9999-01-01,1953-09-12
31872,Sanjay,Georgakopoulos,1992-03-26,9999-01-01,1953-05-14
31872,Sanjay,Georgakopoulos,1985-03-26,1992-03-26,1953-05-14
31877,Masoud,Ossenbruggen,1998-10-21,9999-01-01,1955-01-25
31890,Dekang,Shiratori,1985-09-22,1992-09-22,1952-09-23
31890,Dekang,Shiratori,1992-09-22,9999-01-01,1952-09-23
31910,Koldo,Vingron,1996-07-27,9999-01-01,1955-10-19
31915,Kazuhide,Speckmann,1988-10-03,9999-01-01,1955-06-25
31929,Chanjung,Penn,1992-06-29,9999-01-01,1954-12-15
31931,Alenka,Leppanen,1985-09-02,9999-01-01,1952-06-07
31932,Sajjan,Bernardinello,1991-08-20,9999-01-01,1955-01-10
31933,Arun,Huhdanpaa,1985-06-13,1992-06-13,1953-01-29
31933,Arun,Huhdanpaa,1992-06-13,9999-01-01,1953-01-29
31952,Giap,Christianini,1993-02-15,2000-02-16,1955-09-16
31952,Giap,Christianini,2000-02-16,9999-01-01,1955-09-16
31956,Ziyad,Gecsei,2002-05-13,9999-01-01,1953-02-04
31956,Ziyad,Gecsei,1995-05-13,2002-05-13,1953-02-04
31970,Taegyun,Zaumen,1985-12-25,1991-12-25,1954-07-23
31970,Taegyun,Zaumen,1991-12-25,9999-01-01,1954-07-23
31999,Stabislas,Siksek,1986-01-04,1995-01-04,1953-12-15
31999,Stabislas,Siksek,1995-01-04,9999-01-01,1953-12-15
32001,Mari,Attimonelli,1997-03-14,2002-03-14,1952-10-16
32001,Mari,Attimonelli,2002-03-14,9999-01-01,1952-10-16
32026,Lansing,Skrikant,1988-12-08,1997-12-08,1952-10-21
32026,Lansing,Skrikant,1997-12-08,9999-01-01,1952-10-21
32027,Mong,Sidhu,1997-02-02,9999-01-01,1953-09-03
32027,Mong,Sidhu,1992-02-03,1997-02-02,1953-09-03
32032,Harjit,Kermarrec,1998-09-28,9999-01-01,1952-11-06
32032,Harjit,Kermarrec,1990-09-28,1998-09-28,1952-11-06
32037,Bader,Ozeri,2000-01-17,9999-01-01,1953-10-08
32053,Arunachalam,Tiemann,1993-10-13,2001-10-13,1952-06-08
32053,Arunachalam,Tiemann,2001-10-13,9999-01-01,1952-06-08
32053,Arunachalam,Tiemann,1985-10-13,1993-10-13,1952-06-08
32054,Kersti,Bahk,1997-01-12,9999-01-01,1953-01-09
32054,Kersti,Bahk,1992-01-13,1997-01-12,1953-01-09
32056,Parviz,Lieblein,1994-03-25,9999-01-01,1953-03-06
32064,Mandell,Gammage,1994-06-10,9999-01-01,1952-11-03
32089,Jianhua,Bardell,1992-11-22,9999-01-01,1953-12-11
32089,Jianhua,Bardell,1987-11-23,1992-11-22,1953-12-11
32118,Serenella,Litvinov,1987-01-22,1994-01-22,1955-08-21
32118,Serenella,Litvinov,1994-01-22,9999-01-01,1955-08-21
32138,Anyuan,Facello,1989-12-06,1998-12-06,1955-04-13
32138,Anyuan,Facello,1998-12-06,9999-01-01,1955-04-13
32147,Shahaf,Basart,1985-07-12,1991-07-12,1955-01-20
32147,Shahaf,Basart,1991-07-12,9999-01-01,1955-01-20
32150,Chenxi,Narwekar,1986-03-11,1993-03-11,1955-07-17
32150,Chenxi,Narwekar,1993-03-11,9999-01-01,1955-07-17
32151,Martine,Pileggi,1994-05-21,2000-05-20,1954-09-15
32151,Martine,Pileggi,2000-05-20,9999-01-01,1954-09-15
32158,Fun,Ranta,1995-04-24,9999-01-01,1954-12-18
32158,Fun,Ranta,1988-04-23,1995-04-24,1954-12-18
32167,Christophe,Sury,1985-11-25,9999-01-01,1954-03-28
32168,Yaghout,Swick,1987-12-27,9999-01-01,1954-01-25
32171,Zhaofang,Setia,2001-06-06,9999-01-01,1955-10-26
32171,Zhaofang,Setia,1994-06-06,2001-06-06,1955-10-26
32174,Mohua,Kaltofen,1991-01-27,1999-01-27,1954-10-11
32174,Mohua,Kaltofen,1999-01-27,9999-01-01,1954-10-11
32180,Abdelaziz,Hofman,1985-04-24,1994-04-24,1952-10-24
32180,Abdelaziz,Hofman,1994-04-24,9999-01-01,1952-10-24
32193,Margareta,Szmurlo,1990-11-18,9999-01-01,1952-05-23
32197,Claude,Highland,1988-10-21,9999-01-01,1953-10-29
32200,Nalini,Sadowsky,1996-09-07,9999-01-01,1954-12-24
32200,Nalini,Sadowsky,1988-09-07,1996-09-07,1954-12-24
32203,Stamatina,Gulak,1986-11-19,1991-11-19,1955-08-28
32203,Stamatina,Gulak,1991-11-19,9999-01-01,1955-08-28
32204,Garnet,Leppanen,1992-10-14,9999-01-01,1953-03-04
32204,Garnet,Leppanen,1985-10-14,1992-10-14,1953-03-04
32213,Tzvetan,Bashian,1990-03-16,9999-01-01,1953-09-01
32221,Pranas,Snedden,1991-12-19,9999-01-01,1952-09-24
32221,Pranas,Snedden,1985-12-19,1991-12-19,1952-09-24
32233,Kenroku,Benveniste,1992-01-12,2000-01-12,1954-01-07
32233,Kenroku,Benveniste,2000-01-12,9999-01-01,1954-01-07
32237,Yucai,Range,1999-04-28,9999-01-01,1953-06-07
32239,Xumin,Cummings,1988-06-03,1995-06-04,1954-08-29
32239,Xumin,Cummings,1995-06-04,9999-01-01,1954-08-29
32244,Mitsuyuki,Mitsuhashi,1988-11-15,1996-11-15,1955-05-19
32244,Mitsuyuki,Mitsuhashi,1996-11-15,9999-01-01,1955-05-19
32246,Georg,Onuegbe,1997-09-08,9999-01-01,1953-03-03
32246,Georg,Onuegbe,1988-09-08,1997-09-08,1953-03-03
32251,Inderjeet,Tsukuda,1998-10-28,9999-01-01,1953-09-29
32252,Marke,Bratten,1985-06-20,1992-06-20,1955-06-22
32252,Marke,Bratten,1992-06-20,9999-01-01,1955-06-22
32261,Bernt,Dehkordi,1996-07-29,2002-07-29,1955-08-25
32261,Bernt,Dehkordi,2002-07-29,9999-01-01,1955-08-25
32269,Kannan,Cangellaris,1993-07-03,9999-01-01,1955-05-02
32269,Kannan,Cangellaris,1986-07-03,1993-07-03,1955-05-02
32296,Baruch,Peris,1997-06-03,9999-01-01,1952-02-06
32296,Baruch,Peris,1992-06-03,1997-06-03,1952-02-06
32297,Chandrasekaran,Loncour,1999-01-28,9999-01-01,1955-03-24
32303,Bodh,Merli,1999-04-23,9999-01-01,1953-02-16
32340,Maria,Tiemann,2001-09-20,9999-01-01,1955-07-07
32340,Maria,Tiemann,1995-09-21,2001-09-20,1955-07-07
32349,Hairong,DiGiano,1988-09-01,1997-09-01,1952-11-02
32349,Hairong,DiGiano,1997-09-01,9999-01-01,1952-11-02
32368,Ebru,Ravishankar,1999-08-08,9999-01-01,1952-06-10
32372,Randy,Nitsch,1994-12-22,9999-01-01,1955-04-03
32372,Randy,Nitsch,1986-12-22,1994-12-22,1955-04-03
32405,Vitaly,Haumacher,1987-08-21,9999-01-01,1953-11-20
32430,Yongdong,Hellwagner,1994-09-26,9999-01-01,1953-11-02
32433,Remzi,Hoppenstand,1988-12-13,9999-01-01,1955-01-16
32442,Leucio,Remmele,1988-10-28,1997-10-27,1954-09-06
32442,Leucio,Remmele,1997-10-27,9999-01-01,1954-09-06
32444,Ioana,Ventosa,1997-08-23,9999-01-01,1953-01-25
32444,Ioana,Ventosa,1988-08-23,1997-08-23,1953-01-25
32445,Kristian,Angelopoulos,1998-06-11,9999-01-01,1955-02-02
32446,Chirstian,Magalhaes,1996-07-07,9999-01-01,1953-03-13
32446,Chirstian,Magalhaes,1991-07-08,1996-07-07,1953-03-13
32449,Gal,Sabnani,1991-07-28,9999-01-01,1953-12-11
32455,Lokesh,Brlek,1986-11-28,1991-11-28,1952-02-15
32455,Lokesh,Brlek,1996-11-27,9999-01-01,1952-02-15
32455,Lokesh,Brlek,1991-11-28,1996-11-27,1952-02-15
32458,Conal,Uehara,1985-12-15,9999-01-01,1953-06-21
32465,Yucel,Dymetman,2002-07-09,9999-01-01,1955-09-04
32465,Yucel,Dymetman,1993-07-09,2002-07-09,1955-09-04
32467,Berna,Dulay,1988-12-29,9999-01-01,1955-08-30
32468,Rafols,Masamoto,1995-10-26,9999-01-01,1955-11-11
32468,Rafols,Masamoto,1988-10-25,1995-10-26,1955-11-11
32481,Dipankar,Nanard,1998-10-05,9999-01-01,1952-03-05
32481,Dipankar,Nanard,1993-10-05,1998-10-05,1952-03-05
32483,Gay,Tsukune,1987-08-22,1996-08-21,1953-11-21
32483,Gay,Tsukune,1996-08-21,9999-01-01,1953-11-21
32487,Neven,Hambrick,1992-08-24,9999-01-01,1953-02-15
32487,Neven,Hambrick,1986-08-25,1992-08-24,1953-02-15
32488,Jeanne,Merks,1996-03-27,9999-01-01,1953-10-31
32488,Jeanne,Merks,1988-03-27,1996-03-27,1953-10-31
32499,Jouko,Hellwagner,1993-01-15,9999-01-01,1954-02-03
32499,Jouko,Hellwagner,1986-01-15,1993-01-15,1954-02-03
32505,Sailaja,Gustavson,1987-09-08,9999-01-01,1952-10-20
32531,Heng,Zirintsis,1985-11-18,1990-11-18,1954-05-12
32531,Heng,Zirintsis,1990-11-18,9999-01-01,1954-05-12
32540,Chrisa,Jervis,1985-08-29,1990-08-29,1955-11-08
32540,Chrisa,Jervis,1990-08-29,9999-01-01,1955-11-08
32559,Ingemar,Thombley,1988-08-08,1995-08-09,1952-04-22
32559,Ingemar,Thombley,1995-08-09,9999-01-01,1952-04-22
32563,Gritta,Larfeldt,1999-01-27,9999-01-01,1955-06-09
32563,Gritta,Larfeldt,1991-01-27,1999-01-27,1955-06-09
32564,Hatem,Miake,1993-10-11,9999-01-01,1954-04-14
32578,Billie,Chleq,1992-06-13,2001-06-13,1952-04-14
32578,Billie,Chleq,2001-06-13,9999-01-01,1952-04-14
32580,Kirk,Facello,1988-05-31,9999-01-01,1953-04-25
32587,Sugwoo,Ballarin,1988-07-25,1995-07-26,1952-09-29
32587,Sugwoo,Ballarin,1995-07-26,9999-01-01,1952-09-29
32596,Naftaly,Gelosh,1995-12-09,2001-12-08,1953-01-07
32596,Naftaly,Gelosh,2001-12-08,9999-01-01,1953-01-07
32615,Geoffrey,Sadowski,2001-07-16,9999-01-01,1953-08-05
32615,Geoffrey,Sadowski,1996-07-16,2001-07-16,1953-08-05
32626,Ulf,Ambroszkiewicz,1996-06-13,9999-01-01,1955-11-26
32626,Ulf,Ambroszkiewicz,1989-06-13,1996-06-13,1955-11-26
32641,Tua,Tetzlaff,1996-02-21,9999-01-01,1952-02-03
32642,Danel,Garigliano,1999-09-20,9999-01-01,1954-01-08
32642,Danel,Garigliano,1994-09-20,1999-09-20,1954-01-08
32653,Renny,Wielonsky,1988-04-02,1994-04-02,1955-09-12
32653,Renny,Wielonsky,1994-04-02,9999-01-01,1955-09-12
32656,Boriana,Lemarechal,1986-03-23,1991-03-23,1952-04-22
32656,Boriana,Lemarechal,1991-03-23,9999-01-01,1952-04-22
32686,Ioana,Gien,1987-05-18,1996-05-17,1954-07-18
32686,Ioana,Gien,1996-05-17,9999-01-01,1954-07-18
32689,Gladys,Heusch,1988-08-08,1997-08-08,1952-03-25
32689,Gladys,Heusch,1997-08-08,9999-01-01,1952-03-25
32703,DeForest,Klyachko,1992-05-01,1999-05-02,1954-09-26
32703,DeForest,Klyachko,1999-05-02,9999-01-01,1954-09-26
32724,Alselm,Janocha,1994-01-03,9999-01-01,1952-12-20
32724,Alselm,Janocha,1989-01-03,1994-01-03,1952-12-20
32730,Charlene,Montresor,2000-03-04,9999-01-01,1955-12-01
32730,Charlene,Montresor,1995-03-05,2000-03-04,1955-12-01
32731,Honesty,Morrey,1995-10-19,9999-01-01,1954-12-30
32731,Honesty,Morrey,1987-10-19,1995-10-19,1954-12-30
32734,Kazuhira,Lagarias,1996-08-13,9999-01-01,1955-01-18
32734,Kazuhira,Lagarias,1991-08-14,1996-08-13,1955-01-18
32737,Haldon,Vuskovic,1991-08-27,9999-01-01,1954-03-11
32737,Haldon,Vuskovic,1986-08-27,1991-08-27,1954-03-11
32740,Ishfaq,DuBourdieux,1993-12-13,9999-01-01,1954-06-02
32740,Ishfaq,DuBourdieux,1988-12-13,1993-12-13,1954-06-02
32765,Yurij,Mitchem,1987-04-10,9999-01-01,1953-01-14
32776,Charlene,Bodoff,1996-06-05,9999-01-01,1953-03-13
32796,Duke,Picaronny,1994-01-21,9999-01-01,1955-10-22
32796,Duke,Picaronny,1989-01-21,1994-01-21,1955-10-22
32797,Martial,Ginesta,1985-05-17,1993-05-17,1954-02-06
