emp_no,first_name,last_name,to_date,salary
291050,Changho,Busillo,9999-01-01,61362
461242,Sigeru,Uhrig,1986-02-11,62844
493764,Zeydy,Quadeer,9999-01-01,40000
472149,Sverrir,Luck,9999-01-01,56745
285393,Carrsten,Kaelbling,9999-01-01,85416
432432,Xiong,Michaels,1999-11-23,61022
98992,Gonzalo,Heping,9999-01-01,59547
450737,Hailing,Krychniak,9999-01-01,55717
106187,Kazuyasu,Rassart,9999-01-01,72190
458847,Xiping,Trystram,9999-01-01,54168
63576,Cheong,Awdeh,9999-01-01,56223
439595,Anestis,Itzfeldt,9999-01-01,72605
472512,Mayuri,Edelhoff,9999-01-01,40000
24526,Ayonca,Sudbeck,9999-01-01,40981
445251,Ingemar,Terekhov,9999-01-01,40000
71121,Aris,Atrawala,9999-01-01,40000
295447,Chanjung,Vakili,9999-01-01,62142
230320,Tomofumi,Chimia,1991-04-14,76304
405968,Szabolcs,Reinhard,9999-01-01,64127
47166,Chiranjit,Bade,1988-03-30,64214
284802,Dinkar,Heystek,9999-01-01,67361
422390,Jiann,Gist,9999-01-01,40000
447626,Ishfaq,VanScheik,1999-03-03,40000
10108,Lunjin,Giveon,2001-10-20,40000
58366,Akeel,Schnabel,9999-01-01,66579
232156,Rafail,Cherinka,1986-08-11,40000
60172,Kiyokazu,Perl,1993-11-20,56645
22008,Karlis,Ferretti,9999-01-01,52459
287163,Vugranam,Verhaegen,9999-01-01,40000
28773,Tomokazu,Polupanov,9999-01-01,40000
207856,Adit,Terkki,9999-01-01,40000
106200,Lenore,Sooriamurthi,1989-10-12,43116
66321,Valeska,Improta,1991-03-23,56561
487163,Przemyslawa,Walstra,9999-01-01,51801
107254,Dmitry,Simmen,9999-01-01,40000
29457,Chirstian,Rando,1990-04-13,77124
491942,Ottavia,Masamoto,9999-01-01,40000
474073,Nishit,Vigier,9999-01-01,88267
275372,Xuejia,Danecki,9999-01-01,49344
228456,Zengping,Deville,9999-01-01,60164
91506,Lillian,Isaac,1999-06-06,91478
60013,Breannda,Schauser,9999-01-01,44910
240693,Hongzue,Ratnakar,9999-01-01,40000
33585,Pasqua,Junot,1986-03-06,40000
414177,Hideo,Schrooten,9999-01-01,40000
249809,Xuejun,Peot,9999-01-01,40000
86003,Khaled,Zielinski,1996-05-27,58111
471867,Zhensheng,Katalagarianos,9999-01-01,40000
402017,Phuoc,Saoudi,1992-11-13,45055
233526,Yuchang,Comyn,9999-01-01,40000
279589,Kensyu,Roccetti,1997-11-02,42263
89158,Qingxiang,Marwedel,9999-01-01,40000
468453,Lillian,Worfolk,2001-12-27,65431
17339,Fan,Mullainathan,2001-02-18,58306
32301,Itzchak,Wolniewicz,1998-07-22,40000
443936,Moni,Piazza,1999-03-22,57141
457846,Krisda,Alblas,9999-01-01,77839
205611,Ramya,Plump,9999-01-01,57454
36918,Howell,Shimshoni,9999-01-01,50538
423752,Shigeu,Bellmore,2001-11-19,81994
89825,Ingmar,Isard,1986-08-13,109757
95376,Vishu,Docker,2001-01-10,59216
84533,Yurii,Baalen,1998-10-11,69722
417737,Ortrun,Picaronny,9999-01-01,65526
210341,Tesuro,Ranon,9999-01-01,76767
46392,Emdad,Zykh,9999-01-01,60793
203084,Cathie,Chelton,9999-01-01,41377
23195,Mark,Ertl,9999-01-01,47070
453626,Basem,Swiss,9999-01-01,40000
292071,Martine,Kinley,9999-01-01,40000
36799,Tetsushi,Murtagh,9999-01-01,46041
436718,Poornachandra,Uchoa,9999-01-01,40000
14289,Paraskevi,Gist,2001-05-09,60863
13698,Domenico,Mitchem,1997-04-20,57541
241965,Aimee,Kornatzky,9999-01-01,93324
28282,Arto,Spelt,1998-07-18,68565
457924,Sumali,Perin,9999-01-01,44848
260915,Leen,Greenaway,2000-06-13,40000
218714,Tsuneo,Karlin,1992-11-29,82164
54473,Aiman,Benaini,9999-01-01,40000
21214,Weiru,Angelov,9999-01-01,56646
259486,Fun,Bahk,1996-12-17,57056
60742,Kristen,Juneja,9999-01-01,49232
270290,Younwoo,Asser,1987-03-30,40000
67684,Vincent,Pintelas,9999-01-01,40000
265021,Demos,Escriba,9999-01-01,50139
217606,Khalid,Luit,9999-01-01,40000
233770,Moheb,Huxford,9999-01-01,52489
235063,Noritoshi,Schwartzburd,9999-01-01,70093
496665,Nevin,Kieras,9999-01-01,56716
77431,Malu,Neiman,1989-07-11,40000
206262,Alejandro,Bugrara,9999-01-01,50021
231424,Dayanand,Fortenbacher,9999-01-01,69306
496023,Eirik,Borstler,9999-01-01,48491
297281,Hidekazu,Terekhov,9999-01-01,63340
34920,Vidya,Wossner,2001-09-24,40000
258501,Nadjib,Bach,9999-01-01,45544
64138,Yuqun,Fetvedt,9999-01-01,83342
230444,Edwin,Ghalwash,9999-01-01,40000
97366,Mantis,Gimbel,9999-01-01,42357
24041,Macha,Bednarek,9999-01-01,40000
460716,Shridhar,Birjandi,9999-01-01,50020
64241,Vojin,Gilg,9999-01-01,40000
22716,Sreekrishna,Waymire,9999-01-01,64602
66647,Charmane,Leppanen,2001-02-06,40000
39243,Arco,Heiserman,2000-11-11,51048
457372,Byong,Pettit,9999-01-01,91391
28501,Nagui,Viele,9999-01-01,40000
403820,Toshimori,Ratzlaff,9999-01-01,59924
29199,Chaoyi,Mondadori,9999-01-01,59549
241607,Luerbio,Shanbhogue,1997-09-02,62236
14518,Patricia,Peir,9999-01-01,64238
61687,Ravishankar,Maraist,9999-01-01,40000
40522,Krisda,Kinley,9999-01-01,40000
20857,Jinxi,Werthner,9999-01-01,40000
413266,Gonzalo,Baar,9999-01-01,49859
293351,Marjo,Desikan,9999-01-01,68083
453381,Francoise,Erie,9999-01-01,40000
38159,Ashish,McAffer,1994-06-18,46426
494743,Souichi,Thummel,9999-01-01,42948
95739,Lubomir,Syang,1993-04-16,41360
436731,Berni,Uhrig,9999-01-01,40000
404061,Moty,Denny,9999-01-01,42263
492067,Zito,Eppinger,9999-01-01,68483
105786,Ymte,Goodrum,9999-01-01,40000
275285,Mana,Aingworth,9999-01-01,44323
299405,Werner,Acton,9999-01-01,64219
90771,Divier,Luon,9999-01-01,40000
77232,Kinh,Krogh,9999-01-01,47571
214592,Charmane,Lagarias,1996-02-26,46897
491813,Kwee,Cronau,9999-01-01,61892
486438,Qunsheng,Prampolini,1996-07-10,47555
92690,Jackson,Yurov,9999-01-01,52299
441100,Peternela,Litvinov,9999-01-01,57570
59374,Zhaofang,Bardell,9999-01-01,60765
290893,Valdiodio,Rassart,1993-01-06,82611
403485,Jeane,Larfeldt,9999-01-01,76298
230875,Keiichiro,Kushner,9999-01-01,40000
256468,Bernice,Grospietsch,9999-01-01,40000
203953,Lucian,Pokrovskii,9999-01-01,72418
83968,Giap,Rando,9999-01-01,44227
277853,Manibrata,Bale,9999-01-01,62570
408205,Hongzhu,Goldhammer,9999-01-01,78935
72193,Fai,Badr,1995-06-03,61312
22987,Jeanna,Pehl,9999-01-01,40708
450012,Byong,Ashish,9999-01-01,52024
261196,Maya,Kitsuregawa,9999-01-01,40000
63236,Shan,Barinka,9999-01-01,70050
495889,Masanao,Chvatal,1996-09-05,46416
219671,Shir,Markovitch,1998-02-13,44536
493681,Baocai,Mersereau,1999-02-07,40000
84292,Leaf,Luff,9999-01-01,51852
472622,Kensei,Bage,9999-01-01,55812
22889,Edwin,Klassen,9999-01-01,40000
435210,Huiqun,Zongker,9999-01-01,69416
235735,Miquel,Lagarias,9999-01-01,40000
434721,Djenana,Weedman,1999-01-11,53394
250141,Brewster,Chenney,9999-01-01,46120
54777,Niteen,Oxenboll,1996-09-09,58429
408626,Jianhua,Swan,9999-01-01,40000
106633,Jinxi,Kugler,9999-01-01,40000
256769,Shiv,Barbanera,9999-01-01,85369
83106,Limsoon,Wossner,9999-01-01,61831
463464,Conor,Adachi,9999-01-01,62210
420314,Oguz,Demke,9999-01-01,47552
234366,Goncalo,McFarlan,9999-01-01,52239
409028,Steve,Hebden,9999-01-01,93209
493695,Sariel,Camarinopoulos,9999-01-01,40000
433488,Wayne,Antonisse,9999-01-01,67143
256407,Boaz,Mawatari,9999-01-01,44973
84362,JoAnne,Maccarone,1998-03-07,44300
410553,Sanjay,Varman,9999-01-01,60498
483032,Anneke,Hiroyama,1994-01-16,77430
440699,Lucian,Rettelbach,9999-01-01,40000
440713,Eldridge,McClurg,1997-03-14,40000
490777,Apostol,Ritzmann,1999-01-04,40000
422872,Morrie,Chappelet,9999-01-01,41153
97654,Martijn,Wynblatt,2000-05-15,53251
498108,Utz,Gischer,9999-01-01,62561
44664,Zhaofang,Luke,9999-01-01,40000
15089,Giri,Coney,9999-01-01,48594
437811,Moti,Zeleznik,9999-01-01,77187
469138,Basim,Shihab,1994-07-29,69781
17629,Mostafa,Winter,9999-01-01,70592
58460,Mart,Wixon,2001-09-18,64850
498830,Vasiliy,Cooke,9999-01-01,49961
251685,Conal,McConalogue,9999-01-01,69927
36591,Heeju,Goodrum,9999-01-01,75346
24671,Naraig,Hiltgen,2001-11-27,40000
274572,Barton,Restivo,9999-01-01,40000
439350,Kerhong,Koblitz,9999-01-01,53047
430098,Ymte,Rahier,9999-01-01,42525
243109,Nagui,Barvinok,9999-01-01,55539
472399,Heping,Falck,9999-01-01,58142
220645,Susanna,Penz,2000-08-19,40000
484532,Arif,Vidya,9999-01-01,40000
104818,Terresa,Setlzner,2001-05-26,40000
95294,Dulce,Bain,9999-01-01,59900
265814,Adam,Garrabrants,9999-01-01,40000
43445,Sudhanshu,Calkin,9999-01-01,52065
68603,Fabrizio,Rusterholz,9999-01-01,76040
210135,Karsten,Poulakidas,9999-01-01,51522
488980,Vishwani,Reeker,9999-01-01,40000
94769,Guozhong,Montemayor,9999-01-01,41393
449530,Moni,Lamba,9999-01-01,40000
283934,Boutros,Emden,9999-01-01,53629
440376,Chikako,Vanwelkenhuysen,9999-01-01,40000
470762,Ebbe,Cooke,9999-01-01,51596
36967,Shigehiro,Kuzuoka,9999-01-01,58556
59906,Joydip,Binding,1996-07-22,76816
430202,Gopalakrishnan,Pusterhofer,9999-01-01,61519
281935,Kasturi,Munke,9999-01-01,49089
24646,Patricia,Takkinen,9999-01-01,50383
415495,Kiam,Luef,9999-01-01,40000
19583,Edwin,Veccia,9999-01-01,64800
231918,Ger,Naumovich,9999-01-01,62273
16986,Hirochika,Gecseg,9999-01-01,61653
412101,Hauke,Karlin,9999-01-01,40000
94210,Ekawit,Pouyioutas,1985-12-22,61007
421465,Yongqiao,Pouyioutas,9999-01-01,40000
97135,Mechthild,Underwood,1996-08-31,54137
22441,Angus,Neiman,1998-02-12,64361
488881,Aran,Puppo,9999-01-01,40000
422227,Francoise,Brizzi,9999-01-01,40000
260667,Akemi,Weedon,9999-01-01,54938
10990,Shin,Foote,9999-01-01,40000
223543,Basil,Peres,9999-01-01,61263
489124,Chandrasekaran,Uhrig,9999-01-01,40000
419296,Fumiyo,Delgrande,9999-01-01,40000
288840,Pohua,Christ,1989-04-11,59631
55417,Subbu,Eiron,9999-01-01,58197
57115,Nirmal,Zobel,9999-01-01,60760
79714,Kiam,Avouris,1992-06-09,53878
220170,Aamer,McFarlan,1994-02-09,51722
403897,Yoshinari,Foong,9999-01-01,40000
16388,Subhankar,Georgatos,9999-01-01,40000
496990,Tooru,Busillo,9999-01-01,69399
58125,Xiaoshan,Cesareni,9999-01-01,51416
60158,Shim,Hofman,9999-01-01,53746
50814,Aamer,Daescu,9999-01-01,49220
421275,Gaurav,Bressoud,9999-01-01,40000
431692,Houman,Lamparter,9999-01-01,49368
43420,Ziya,Kolinko,9999-01-01,60747
96989,Youpyo,Shobatake,9999-01-01,58408
259179,Petter,Ramaiah,9999-01-01,72585
85258,Elzbieta,Schwabacher,9999-01-01,40000
446190,Jaroslava,Baba,9999-01-01,40000
465328,Xianlong,Cesareni,9999-01-01,51100
436467,Rafael,Edelhoff,9999-01-01,40000
261458,Eberhardt,Swiss,9999-01-01,40000
254789,Mechthild,Kropp,9999-01-01,74056
99883,Dulce,Linares,9999-01-01,62474
253917,Sachin,Gaughan,9999-01-01,41199
428833,Weiwu,Wursthorn,9999-01-01,40050
492638,Shaowen,Chinin,1992-11-12,51867
32193,Margareta,Szmurlo,9999-01-01,76023
86947,Vitali,Hooghiemstra,9999-01-01,40000
43900,Monique,Thombley,9999-01-01,52400
244780,Domenico,Itzfeldt,9999-01-01,67177
236938,Elgin,dAstous,9999-01-01,70270
85825,Hongzhu,Zedlitz,9999-01-01,85303
75915,Luisa,Maierhofer,9999-01-01,40000
201988,Shridhar,Heijenga,2002-03-19,57366
257302,Breannda,Steinauer,9999-01-01,52753
95317,Srinidhi,Rosis,9999-01-01,67675
41888,Vitali,Oehlmann,9999-01-01,60903
105862,Masato,Jarecki,1996-03-30,40000
491160,Eldridge,Lorys,1992-06-05,40000
480788,Idoia,Vesna,9999-01-01,52949
65619,Kazuhira,Rosch,9999-01-01,40705
482230,Dinah,Christ,9999-01-01,40000
499966,Mihalis,Crabtree,9999-01-01,75579
66836,Fuqing,Schmittgen,1997-12-26,40000
52069,Conrado,Krohm,9999-01-01,57834
13916,Vidya,Wynblatt,2002-01-12,90797
462969,Chrisa,Schneeberger,2001-11-14,68078
224294,Shmuel,Tyugu,9999-01-01,52395
56831,Zvonko,Baaz,9999-01-01,55845
465268,Changho,Laventhal,9999-01-01,57857
275001,Katsuo,Mitina,9999-01-01,68485
490972,Fox,Hatcliff,1998-12-31,42838
79704,Ipke,Neiman,9999-01-01,48603
232048,Mabhin,Kandlur,9999-01-01,47037
51520,Goh,Bierman,9999-01-01,67629
436697,Xinan,Sanella,9999-01-01,40000
490064,Uta,Jayawardene,2001-07-28,40000
256702,Uli,Murrill,9999-01-01,40000
427472,Kristina,Pfau,9999-01-01,71100
12637,Poorav,Karner,1999-01-08,44370
79703,Remco,Einsfeld,9999-01-01,49181
212567,Marjo,Veeraraghavan,9999-01-01,40000
239414,Sverrir,Renear,9999-01-01,98361
487692,Padma,Ozeki,9999-01-01,48600
81658,Rosine,Pearson,9999-01-01,40000
458416,Lucian,Krybus,9999-01-01,40000
259512,Jinxi,Arlazarov,9999-01-01,47837
35226,Byong,Felcyn,9999-01-01,53616
84578,Shigeaki,Chorvat,9999-01-01,40000
215179,Aleksander,Soicher,9999-01-01,56307
19422,Florian,Budinsky,1999-06-18,48435
412072,Bezalel,Rindone,1993-11-08,64550
63356,Tua,Denos,9999-01-01,42229
218291,Martine,Kalloufi,9999-01-01,64682
221528,Jixiang,Molenkamp,9999-01-01,40000
427319,Yuuichi,Deyuan,9999-01-01,40000
16019,Chaoyi,Heystek,1986-10-12,40000
80498,Arve,Pokrovskii,9999-01-01,40000
296931,Baruch,Angelopoulos,9999-01-01,40000
46953,Lucien,Luga,9999-01-01,43352
227440,Zine,Angot,1997-04-02,70212
36877,Shahaf,Ranst,9999-01-01,63066
458789,Amabile,Chelton,1999-06-11,61173
81430,Jackson,Milicia,9999-01-01,49769
298693,Taiji,Basawa,9999-01-01,40000
11021,Srinidhi,Henders,9999-01-01,62670
84693,Owen,Rikino,1985-10-23,57857
54772,Khedija,Krohn,9999-01-01,43934
233591,Fox,Lunn,9999-01-01,44924
404085,Moie,Aingworth,9999-01-01,61567
277566,Jinya,Kumaresan,9999-01-01,41741
299421,Heeju,Naudin,9999-01-01,40000
244209,Limsoon,Fiutem,1994-05-16,47410
42333,Woody,Hainaut,1988-07-08,95443
268646,Golgen,Garrabrants,1996-08-18,44532
293652,Kersti,Schaar,9999-01-01,55113
468597,Masako,Polajnar,9999-01-01,40000
278024,Guangming,Sridhar,9999-01-01,70454
33309,Kien,Bodoff,9999-01-01,73339
216447,Nectarios,Stentiford,1994-08-04,40000
42075,Sergi,Gruenwald,9999-01-01,40000
285743,Gretta,DasSarma,9999-01-01,40000
101907,Jianhao,England,9999-01-01,86139
231883,Srinidhi,Heering,9999-01-01,57391
201714,Lokesh,Hinsberger,9999-01-01,40000
456553,Aram,Gulla,9999-01-01,61704
261874,Elrique,Mandelberg,9999-01-01,40000
436989,Mohan,Lubachevsky,1996-04-20,40000
416166,Yuriy,Rosenbaum,9999-01-01,79803
472056,LiMin,Molenaar,1987-01-09,65205
214506,Vishv,Fortenbacher,9999-01-01,57597
464154,Lena,Baaz,2000-08-17,40000
205071,Tommaso,Stanfel,1988-07-06,40000
499613,Vasilis,Kaelbling,9999-01-01,40000
422049,Vesna,Oberman,9999-01-01,67008
414666,Fai,Alpay,9999-01-01,51501
485672,IEEE,Staelin,1998-07-06,66371
270856,Claudi,Anido,2000-11-20,76666
288332,Sibyl,Douceur,9999-01-01,57826
88182,Kristinn,Christianini,1998-04-23,40000
424167,Kazuhiko,Hasham,9999-01-01,44506
50441,Mahmut,Braunschweig,9999-01-01,46991
65876,Yagil,Vieth,9999-01-01,74425
19394,Charmane,Bahl,9999-01-01,70830
15410,Wilmer,Kushner,2002-04-15,58123
82107,Gunilla,Heping,9999-01-01,67208
460665,Masali,Weisert,1993-08-28,40000
449974,Ayakannu,Bruckman,2000-07-12,57086
286084,Adil,Swist,9999-01-01,55712
269641,Ymte,Lamma,9999-01-01,48293
33339,Pasqua,Harnett,1991-03-13,43185
295242,Sarita,Swick,9999-01-01,54217
39595,Vishv,Ramras,9999-01-01,40000
433166,Ult,Fabrizio,9999-01-01,40000
48020,Nobuyoshi,Strandh,9999-01-01,40000
204029,Shaowen,Litzkow,1993-06-30,83543
206526,Hauke,Chepyzhov,9999-01-01,58743
24793,Kristen,Brizzi,9999-01-01,66663
454774,Niranjan,Bugrara,9999-01-01,62352
445857,Hisao,Decaestecker,2000-02-25,74799
78819,Vojin,Compeau,9999-01-01,70351
436209,Manton,Kermarrec,9999-01-01,40000
202271,Josyula,Benner,9999-01-01,71249
207590,Dipankar,Ferriere,9999-01-01,61685
55123,Randy,Thummel,9999-01-01,40000
96604,Jiong,Panienski,9999-01-01,70970
480839,Sumant,Brandsma,2001-12-21,40000
423674,Ugo,Motley,1997-02-21,40000
293302,Ayakannu,Senzako,1988-04-26,40000
479432,Abdelwaheb,England,9999-01-01,65360
62138,Dipayan,Rohrbach,9999-01-01,41950
284360,Kwun,Sommen,9999-01-01,49745
234990,Mohamadou,Markovitch,1997-07-25,61386
475890,Manibrata,Picht,9999-01-01,40000
217451,Sanjoy,Giarratana,9999-01-01,57706
62640,Toshimi,Smailagic,1989-11-13,40000
400885,Gaurav,Peck,9999-01-01,53330
220955,Houman,Nicolson,9999-01-01,40000
20957,Kersti,Wiegley,1993-02-19,40000
296375,Maren,Tzvieli,9999-01-01,63737
295701,Berto,Hegner,1998-05-16,49077
63412,Domenick,Thisen,9999-01-01,40000
428267,Saeko,Rubsam,9999-01-01,40000
46316,Padma,Karnin,9999-01-01,68015
491153,Zhigen,Emmerich,9999-01-01,46260
19333,Sanjeeva,Schrooten,9999-01-01,44724
36986,Fabrizio,Lalonde,9999-01-01,60249
52944,Gunilla,Yavatkar,2001-12-23,63231
243095,Irene,Ullian,9999-01-01,62284
66229,Dannz,Mayerwieser,9999-01-01,75284
483082,Zito,Pileggi,9999-01-01,68757
24581,Jouni,Roccetti,9999-01-01,61538
279037,Ramachenga,Mateescu,9999-01-01,40000
55429,Miyeon,Bamford,9999-01-01,52906
71780,DeForest,Honglei,9999-01-01,48508
83055,Kwun,Luon,9999-01-01,50006
27182,Saeko,Marakhovsky,1997-02-07,61684
469806,Renny,Gelosh,9999-01-01,40057
239556,Gilbert,Irland,9999-01-01,43879
475774,Vincent,Coombs,2001-11-29,40000
299593,Aron,Panwar,9999-01-01,48484
235197,Abdelwaheb,Baig,9999-01-01,46322
466051,Keiichiro,Giaccio,9999-01-01,64534
478457,Tooru,Peron,9999-01-01,75191
409162,Nevio,Narwekar,9999-01-01,51830
26429,Dipayan,Brizzi,9999-01-01,40000
283337,True,Bernatsky,9999-01-01,62713
427262,Dekang,Birge,9999-01-01,52415
296471,Marlo,Scallan,9999-01-01,44939
232230,Gay,Steinauer,9999-01-01,40000
92959,Trygve,Honiden,9999-01-01,49541
470531,Willard,Makrucki,9999-01-01,40000
239925,Hugo,Ellozy,9999-01-01,40000
284028,Gererd,Engberts,9999-01-01,40000
252284,Juichirou,Koyama,9999-01-01,46417
223103,Zeljko,Picaronny,2000-01-30,49371
292612,Lihong,Katalagarianos,9999-01-01,46719
254378,Zdislav,Ertl,1988-03-17,40000
447240,Maja,Riefers,9999-01-01,111448
58576,Xianlong,Fraisse,9999-01-01,52093
13385,Claudi,Buchter,9999-01-01,40000
13914,Serge,Albarhamtoshy,1989-01-15,41526
438662,Pramod,Busillo,1989-12-20,40000
406665,Tua,Kusakari,9999-01-01,40000
234207,Mingsen,Riexinger,1995-07-01,40000
56575,Berry,Simkin,9999-01-01,57045
432288,Yuuichi,Kroha,9999-01-01,41867
83573,Slavian,Thummel,9999-01-01,40000
292023,Demos,Rullman,9999-01-01,90796
407253,Kristina,DuBourdieux,1995-01-10,53336
74353,Shan,Rajala,9999-01-01,51591
275603,Siddarth,Rehfuss,9999-01-01,65064
259160,Marsha,Badr,9999-01-01,62239
283298,Tesuya,Pietrzykowski,1998-10-07,88406
252948,Danco,Krupka,1995-08-19,40000
469164,Baruch,Lenart,9999-01-01,50832
37672,Shin,Gronowski,2000-10-15,40000
431866,Raimond,Kranzdorf,9999-01-01,43699
473783,Steve,Marchegay,9999-01-01,76998
85259,Hiroyasu,Greenaway,1988-03-29,55212
38463,Leucio,Janocha,9999-01-01,40000
256576,Kolar,Boudaillier,9999-01-01,50817
287238,Yoshimitsu,Nooteboom,9999-01-01,40000
73756,Moni,Strooper,9999-01-01,40000
453529,Lokesh,Journel,9999-01-01,70167
418773,Tommaso,Pramanik,9999-01-01,40000
259687,Richard,Ratzlaff,1998-09-29,69286
279105,Shuichi,Litecky,9999-01-01,40000
11555,Kotesh,Perfilyeva,9999-01-01,40000
428207,Taizo,Beausoleil,9999-01-01,50533
425611,Naftaly,Roisin,9999-01-01,41681
498214,Toshimori,Cronin,9999-01-01,40000
54655,Lenore,Kossowski,9999-01-01,92838
243950,Lidong,Argence,9999-01-01,40000
46454,Naraig,Vanwelkenhuysen,1995-02-06,40000
459899,Mansur,Saoudi,9999-01-01,45036
209463,Arun,Masand,9999-01-01,54340
266766,Stein,Solares,9999-01-01,54983
63984,Yongmao,Gerteisen,9999-01-01,40000
261126,Shiv,Feldhoffer,1994-12-11,44296
293468,Harjit,Azevdeo,9999-01-01,56890
293914,Jungsoon,Garrabrants,9999-01-01,77145
467889,Chenyi,Sichman,1998-02-02,83408
245352,Randi,Mattern,9999-01-01,87975
69230,Florian,Pews,9999-01-01,56164
295037,Kazuhiko,Rosis,2001-08-12,56056
45363,Kenroku,Hainaut,9999-01-01,40000
100475,Aron,Piazza,9999-01-01,51218
497320,Boguslaw,Ghalwash,9999-01-01,75434
472009,Kotesh,Basart,9999-01-01,40718
436605,Piyawadee,Duclos,2000-02-27,60658
441343,Yuping,Jiang,9999-01-01,40000
468165,Armond,Slutz,1999-03-27,55853
412125,Neelam,Asmuth,9999-01-01,40000
34915,Christ,Tetzlaff,9999-01-01,53614
295680,Quingbo,Nyrup,1998-08-23,62067
438665,Chriss,Chiola,2001-02-19,40000
96977,Mabo,Pavlopoulou,2001-10-06,40000
240365,Ishfaq,Chandrasekhar,2001-02-26,57729
416880,Shuichi,Felder,9999-01-01,66511
58132,Zdislav,Kawashimo,9999-01-01,90688
240594,Uta,Sommen,9999-01-01,60612
70354,Minghong,Gammage,9999-01-01,53220
17986,Oguz,Angelopoulos,9999-01-01,77587
217144,Aris,Picht,9999-01-01,40000
107383,Heon,Pargas,9999-01-01,73971
459279,Serenella,Lampe,9999-01-01,40000
227694,Paloma,Chandrasekhar,9999-01-01,73897
489528,Stamatina,Henseler,9999-01-01,49044
299512,Xudong,Rusmann,9999-01-01,92013
225185,Xuejia,Thiria,9999-01-01,40000
431810,Tadahiro,Ushiama,9999-01-01,40000
70091,Vasilii,Haldar,9999-01-01,54441
273663,Bartek,Ananiadou,9999-01-01,88441
25154,Eldridge,Eugenio,9999-01-01,40000
298212,Sudharsan,Penn,1989-03-18,75390
426746,Maren,Servi,1997-04-11,51862
459617,Sangeeta,Pollacia,1996-06-04,83712
479674,Giao,Kadhim,1996-07-08,42037
218595,Murthy,Brodal,9999-01-01,40000
56759,Fen,Gyimothy,9999-01-01,40000
222298,Shaw,Cunliffe,1998-06-29,40000
260653,Emdad,Mandell,1987-03-21,52533
207291,Van,Cronan,9999-01-01,48515
425972,Arch,Vrecion,1992-06-08,68032
10835,Tomoyuki,Kermarrec,9999-01-01,40000
221075,Sajjad,Makrucki,9999-01-01,40000
32442,Leucio,Remmele,9999-01-01,40000
204567,Kristin,Plavsic,9999-01-01,40000
496405,Eran,Cangellaris,9999-01-01,40000
215974,Shay,Karlin,9999-01-01,52265
92095,Ekawit,Pargaonkar,9999-01-01,54158
473514,Valeri,Kawashimo,9999-01-01,45955
77299,Kazuhisa,Beausoleil,1989-02-07,40248
90250,Richard,Sluis,9999-01-01,56556
43573,Jianwen,Nicolson,9999-01-01,40000
73548,Margareta,Pena,9999-01-01,60839
414245,Domenico,Krupka,1999-12-20,60731
491379,Adas,Ferretti,1995-10-24,40000
56463,Maja,Staudhammer,9999-01-01,40000
468076,Susuma,Hofting,9999-01-01,40000
419002,Falguni,Felcyn,9999-01-01,40000
414765,Elgin,Ghazalie,9999-01-01,49310
210330,Bernardo,Andreotta,9999-01-01,47523
419954,Yakkov,Katalagarianos,9999-01-01,40000
419521,Takushi,Furudate,9999-01-01,61630
440026,Zorica,Kavanagh,9999-01-01,40000
475781,Chinhyun,Plump,9999-01-01,73661
72627,Apostol,Conry,9999-01-01,51665
493369,Tze,Zielinski,9999-01-01,41075
295883,Doohun,Schiper,9999-01-01,40000
227834,Urs,Cardazo,9999-01-01,40000
426598,Rance,Demizu,9999-01-01,51431
16272,Shuho,Zeleznik,2002-04-05,40000
247667,Pranjal,Egerstedt,9999-01-01,58836
415807,Adamantios,Encarnacion,9999-01-01,59863
87697,Sanjoy,Luit,9999-01-01,84307
253501,Xinan,Gladwell,9999-01-01,40000
98377,Steve,Flanders,9999-01-01,64051
285637,Surveyors,Crelier,9999-01-01,61826
56346,Zhiguo,Bennet,1999-02-07,42277
82222,Sampalli,Luit,9999-01-01,70499
20416,Oddvar,Swiler,1988-05-13,40000
405023,Radhia,Leivant,9999-01-01,72856
282931,Visit,Ghandeharizadeh,9999-01-01,40000
266114,Arvind,Marletta,9999-01-01,55737
479290,Lobel,Fujisaki,9999-01-01,49061
236398,Satyanarayana,Ciolek,9999-01-01,43762
69342,Visit,Emden,1997-10-28,75375
243314,Zhanqiu,Bojadziev,1997-05-24,43228
12557,Stafford,Kopetz,1994-09-23,41840
214791,Mana,Ligten,9999-01-01,42838
238880,Atreye,Heyers,9999-01-01,42721
204920,Kellyn,Journel,1999-02-02,63366
16018,Boutros,Papadias,9999-01-01,52560
12037,Arunas,Katzenelson,9999-01-01,47805
66716,Elgin,Kermarrec,9999-01-01,57224
298109,Yahiko,Halloran,9999-01-01,49040
283026,Khaled,Hegner,9999-01-01,40526
224723,Guadalupe,Alpay,9999-01-01,40000
486963,Stamatina,Senzako,2002-07-24,42702
403734,Oscal,Famili,9999-01-01,49449
211291,Pohua,Munoz,2001-03-17,41880
450037,Tse,Kilgour,1996-04-13,42785
233940,Visit,Khalil,9999-01-01,40000
461303,Badri,Simmen,9999-01-01,40000
20635,Fumino,Baja,9999-01-01,52035
264074,Martine,Serov,9999-01-01,40000
249411,Kwan,Gulik,9999-01-01,84575
80223,Sadegh,Einsfeld,9999-01-01,45975
273427,Arvind,Melski,9999-01-01,48935
488882,Kwangsub,Khalil,9999-01-01,48769
402752,Seshu,Streit,9999-01-01,40000
77147,Elrique,Baez,9999-01-01,84965
